week,counter,query,date_clear
01.04.2021 - 30.04.2021,6611,!украине !будет,30.04.2021
01.05.2021 - 31.05.2021,3474,!украине !будет,31.05.2021
01.06.2021 - 30.06.2021,3238,!украине !будет,30.06.2021
01.07.2021 - 31.07.2021,2788,!украине !будет,31.07.2021
01.08.2021 - 31.08.2021,3081,!украине !будет,31.08.2021
01.09.2021 - 30.09.2021,2800,!украине !будет,30.09.2021
01.10.2021 - 31.10.2021,5474,!украине !будет,31.10.2021
01.11.2021 - 30.11.2021,6359,!украине !будет,30.11.2021
01.12.2021 - 31.12.2021,7423,!украине !будет,31.12.2021
01.01.2022 - 31.01.2022,10994,!украине !будет,31.01.2022
01.02.2022 - 28.02.2022,66057,!украине !будет,28.02.2022
01.03.2022 - 31.03.2022,124802,!украине !будет,31.03.2022
01.04.2022 - 30.04.2022,69846,!украине !будет,30.04.2022
01.05.2022 - 31.05.2022,53109,!украине !будет,31.05.2022
01.06.2022 - 30.06.2022,28500,!украине !будет,30.06.2022
01.07.2022 - 31.07.2022,25005,!украине !будет,31.07.2022
01.08.2022 - 31.08.2022,28627,!украине !будет,31.08.2022
01.09.2022 - 30.09.2022,121435,!украине !будет,30.09.2022
01.10.2022 - 31.10.2022,100971,!украине !будет,31.10.2022
01.11.2022 - 30.11.2022,60958,!украине !будет,30.11.2022
01.12.2022 - 31.12.2022,37589,!украине !будет,31.12.2022
01.01.2023 - 31.01.2023,47643,!украине !будет,31.01.2023
01.02.2023 - 28.02.2023,40394,!украине !будет,28.02.2023
01.03.2023 - 31.03.2023,29964,!украине !будет,31.03.2023
01.03.2021 - 31.03.2021,0,+8 !лет донбасс,31.03.2021
01.04.2021 - 30.04.2021,0,+8 !лет донбасс,30.04.2021
01.05.2021 - 31.05.2021,0,+8 !лет донбасс,31.05.2021
01.06.2021 - 30.06.2021,0,+8 !лет донбасс,30.06.2021
01.07.2021 - 31.07.2021,0,+8 !лет донбасс,31.07.2021
01.08.2021 - 31.08.2021,0,+8 !лет донбасс,31.08.2021
01.09.2021 - 30.09.2021,0,+8 !лет донбасс,30.09.2021
01.10.2021 - 31.10.2021,0,+8 !лет донбасс,31.10.2021
01.11.2021 - 30.11.2021,0,+8 !лет донбасс,30.11.2021
01.12.2021 - 31.12.2021,0,+8 !лет донбасс,31.12.2021
01.01.2022 - 31.01.2022,0,+8 !лет донбасс,31.01.2022
01.02.2022 - 28.02.2022,0,+8 !лет донбасс,28.02.2022
01.03.2022 - 31.03.2022,2525,+8 !лет донбасс,31.03.2022
01.04.2022 - 30.04.2022,979,+8 !лет донбасс,30.04.2022
01.05.2022 - 31.05.2022,838,+8 !лет донбасс,31.05.2022
01.06.2022 - 30.06.2022,584,+8 !лет донбасс,30.06.2022
01.07.2022 - 31.07.2022,421,+8 !лет донбасс,31.07.2022
01.08.2022 - 31.08.2022,336,+8 !лет донбасс,31.08.2022
01.09.2022 - 30.09.2022,493,+8 !лет донбасс,30.09.2022
01.10.2022 - 31.10.2022,883,+8 !лет донбасс,31.10.2022
01.11.2022 - 30.11.2022,548,+8 !лет донбасс,30.11.2022
01.12.2022 - 31.12.2022,933,+8 !лет донбасс,31.12.2022
01.01.2023 - 31.01.2023,396,+8 !лет донбасс,31.01.2023
01.02.2023 - 28.02.2023,372,+8 !лет донбасс,28.02.2023
01.03.2023 - 31.03.2023,1538,+8 !лет донбасс,31.03.2023
01.03.2021 - 31.03.2021,161,+будет ли мобилизация,31.03.2021
01.04.2021 - 30.04.2021,1198,+будет ли мобилизация,30.04.2021
01.05.2021 - 31.05.2021,181,+будет ли мобилизация,31.05.2021
01.06.2021 - 30.06.2021,165,+будет ли мобилизация,30.06.2021
01.07.2021 - 31.07.2021,125,+будет ли мобилизация,31.07.2021
01.08.2021 - 31.08.2021,94,+будет ли мобилизация,31.08.2021
01.09.2021 - 30.09.2021,131,+будет ли мобилизация,30.09.2021
01.10.2021 - 31.10.2021,287,+будет ли мобилизация,31.10.2021
01.11.2021 - 30.11.2021,298,+будет ли мобилизация,30.11.2021
01.12.2021 - 31.12.2021,376,+будет ли мобилизация,31.12.2021
01.01.2022 - 31.01.2022,909,+будет ли мобилизация,31.01.2022
01.02.2022 - 28.02.2022,32836,+будет ли мобилизация,28.02.2022
01.03.2022 - 31.03.2022,78284,+будет ли мобилизация,31.03.2022
01.04.2022 - 30.04.2022,75479,+будет ли мобилизация,30.04.2022
01.05.2022 - 31.05.2022,183297,+будет ли мобилизация,31.05.2022
01.06.2022 - 30.06.2022,37283,+будет ли мобилизация,30.06.2022
01.07.2022 - 31.07.2022,46668,+будет ли мобилизация,31.07.2022
01.08.2022 - 31.08.2022,39377,+будет ли мобилизация,31.08.2022
01.09.2022 - 30.09.2022,1293133,+будет ли мобилизация,30.09.2022
01.10.2022 - 31.10.2022,793191,+будет ли мобилизация,31.10.2022
01.11.2022 - 30.11.2022,528159,+будет ли мобилизация,30.11.2022
01.12.2022 - 31.12.2022,367491,+будет ли мобилизация,31.12.2022
01.01.2023 - 31.01.2023,490299,+будет ли мобилизация,31.01.2023
01.02.2023 - 28.02.2023,280248,+будет ли мобилизация,28.02.2023
01.03.2023 - 31.03.2023,225937,+будет ли мобилизация,31.03.2023
01.03.2021 - 31.03.2021,0,+вагнер +сколько платят,31.03.2021
01.04.2021 - 30.04.2021,0,+вагнер +сколько платят,30.04.2021
01.05.2021 - 31.05.2021,0,+вагнер +сколько платят,31.05.2021
01.06.2021 - 30.06.2021,365,+вагнер +сколько платят,30.06.2021
01.07.2021 - 31.07.2021,158,+вагнер +сколько платят,31.07.2021
01.08.2021 - 31.08.2021,210,+вагнер +сколько платят,31.08.2021
01.09.2021 - 30.09.2021,233,+вагнер +сколько платят,30.09.2021
01.10.2021 - 31.10.2021,144,+вагнер +сколько платят,31.10.2021
01.11.2021 - 30.11.2021,189,+вагнер +сколько платят,30.11.2021
01.12.2021 - 31.12.2021,249,+вагнер +сколько платят,31.12.2021
01.01.2022 - 31.01.2022,486,+вагнер +сколько платят,31.01.2022
01.02.2022 - 28.02.2022,766,+вагнер +сколько платят,28.02.2022
01.03.2022 - 31.03.2022,1926,+вагнер +сколько платят,31.03.2022
01.04.2022 - 30.04.2022,921,+вагнер +сколько платят,30.04.2022
01.05.2022 - 31.05.2022,978,+вагнер +сколько платят,31.05.2022
01.06.2022 - 30.06.2022,1048,+вагнер +сколько платят,30.06.2022
01.07.2022 - 31.07.2022,1117,+вагнер +сколько платят,31.07.2022
01.08.2022 - 31.08.2022,1430,+вагнер +сколько платят,31.08.2022
01.09.2022 - 30.09.2022,5749,+вагнер +сколько платят,30.09.2022
01.10.2022 - 31.10.2022,7128,+вагнер +сколько платят,31.10.2022
01.11.2022 - 30.11.2022,5340,+вагнер +сколько платят,30.11.2022
01.12.2022 - 31.12.2022,4495,+вагнер +сколько платят,31.12.2022
01.01.2023 - 31.01.2023,10971,+вагнер +сколько платят,31.01.2023
01.02.2023 - 28.02.2023,8947,+вагнер +сколько платят,28.02.2023
01.03.2023 - 31.03.2023,9211,+вагнер +сколько платят,31.03.2023
01.03.2021 - 31.03.2021,53,+вагнер +сколько погибших,31.03.2021
01.04.2021 - 30.04.2021,19,+вагнер +сколько погибших,30.04.2021
01.05.2021 - 31.05.2021,39,+вагнер +сколько погибших,31.05.2021
01.06.2021 - 30.06.2021,19,+вагнер +сколько погибших,30.06.2021
01.07.2021 - 31.07.2021,9,+вагнер +сколько погибших,31.07.2021
01.08.2021 - 31.08.2021,22,+вагнер +сколько погибших,31.08.2021
01.09.2021 - 30.09.2021,33,+вагнер +сколько погибших,30.09.2021
01.10.2021 - 31.10.2021,17,+вагнер +сколько погибших,31.10.2021
01.11.2021 - 30.11.2021,23,+вагнер +сколько погибших,30.11.2021
01.12.2021 - 31.12.2021,56,+вагнер +сколько погибших,31.12.2021
01.01.2022 - 31.01.2022,77,+вагнер +сколько погибших,31.01.2022
01.02.2022 - 28.02.2022,85,+вагнер +сколько погибших,28.02.2022
01.03.2022 - 31.03.2022,125,+вагнер +сколько погибших,31.03.2022
01.04.2022 - 30.04.2022,90,+вагнер +сколько погибших,30.04.2022
01.05.2022 - 31.05.2022,93,+вагнер +сколько погибших,31.05.2022
01.06.2022 - 30.06.2022,212,+вагнер +сколько погибших,30.06.2022
01.07.2022 - 31.07.2022,210,+вагнер +сколько погибших,31.07.2022
01.08.2022 - 31.08.2022,1246,+вагнер +сколько погибших,31.08.2022
01.09.2022 - 30.09.2022,964,+вагнер +сколько погибших,30.09.2022
01.10.2022 - 31.10.2022,1722,+вагнер +сколько погибших,31.10.2022
01.11.2022 - 30.11.2022,1822,+вагнер +сколько погибших,30.11.2022
01.12.2022 - 31.12.2022,2013,+вагнер +сколько погибших,31.12.2022
01.01.2023 - 31.01.2023,5722,+вагнер +сколько погибших,31.01.2023
01.02.2023 - 28.02.2023,5899,+вагнер +сколько погибших,28.02.2023
01.03.2023 - 31.03.2023,6273,+вагнер +сколько погибших,31.03.2023
01.03.2021 - 31.03.2021,0,+вагнер бахмут,31.03.2021
01.04.2021 - 30.04.2021,0,+вагнер бахмут,30.04.2021
01.05.2021 - 31.05.2021,0,+вагнер бахмут,31.05.2021
01.06.2021 - 30.06.2021,0,+вагнер бахмут,30.06.2021
01.07.2021 - 31.07.2021,0,+вагнер бахмут,31.07.2021
01.08.2021 - 31.08.2021,0,+вагнер бахмут,31.08.2021
01.09.2021 - 30.09.2021,0,+вагнер бахмут,30.09.2021
01.10.2021 - 31.10.2021,0,+вагнер бахмут,31.10.2021
01.11.2021 - 30.11.2021,0,+вагнер бахмут,30.11.2021
01.12.2021 - 31.12.2021,0,+вагнер бахмут,31.12.2021
01.01.2022 - 31.01.2022,0,+вагнер бахмут,31.01.2022
01.02.2022 - 28.02.2022,0,+вагнер бахмут,28.02.2022
01.03.2022 - 31.03.2022,0,+вагнер бахмут,31.03.2022
01.04.2022 - 30.04.2022,0,+вагнер бахмут,30.04.2022
01.05.2022 - 31.05.2022,26,+вагнер бахмут,31.05.2022
01.06.2022 - 30.06.2022,363,+вагнер бахмут,30.06.2022
01.07.2022 - 31.07.2022,416,+вагнер бахмут,31.07.2022
01.08.2022 - 31.08.2022,1161,+вагнер бахмут,31.08.2022
01.09.2022 - 30.09.2022,3933,+вагнер бахмут,30.09.2022
01.10.2022 - 31.10.2022,6364,+вагнер бахмут,31.10.2022
01.11.2022 - 30.11.2022,7369,+вагнер бахмут,30.11.2022
01.12.2022 - 31.12.2022,13949,+вагнер бахмут,31.12.2022
01.01.2023 - 31.01.2023,13303,+вагнер бахмут,31.01.2023
01.02.2023 - 28.02.2023,17362,+вагнер бахмут,28.02.2023
01.03.2023 - 31.03.2023,39850,+вагнер бахмут,31.03.2023
01.03.2021 - 31.03.2021,501,+вагнер кувалда,31.03.2021
01.04.2021 - 30.04.2021,931,+вагнер кувалда,30.04.2021
01.05.2021 - 31.05.2021,510,+вагнер кувалда,31.05.2021
01.06.2021 - 30.06.2021,1510,+вагнер кувалда,30.06.2021
01.07.2021 - 31.07.2021,823,+вагнер кувалда,31.07.2021
01.08.2021 - 31.08.2021,745,+вагнер кувалда,31.08.2021
01.09.2021 - 30.09.2021,598,+вагнер кувалда,30.09.2021
01.10.2021 - 31.10.2021,524,+вагнер кувалда,31.10.2021
01.11.2021 - 30.11.2021,818,+вагнер кувалда,30.11.2021
01.12.2021 - 31.12.2021,823,+вагнер кувалда,31.12.2021
01.01.2022 - 31.01.2022,1171,+вагнер кувалда,31.01.2022
01.02.2022 - 28.02.2022,4872,+вагнер кувалда,28.02.2022
01.03.2022 - 31.03.2022,45679,+вагнер кувалда,31.03.2022
01.04.2022 - 30.04.2022,14717,+вагнер кувалда,30.04.2022
01.05.2022 - 31.05.2022,9198,+вагнер кувалда,31.05.2022
01.06.2022 - 30.06.2022,8132,+вагнер кувалда,30.06.2022
01.07.2022 - 31.07.2022,7930,+вагнер кувалда,31.07.2022
01.08.2022 - 31.08.2022,8684,+вагнер кувалда,31.08.2022
01.09.2022 - 30.09.2022,15441,+вагнер кувалда,30.09.2022
01.10.2022 - 31.10.2022,14333,+вагнер кувалда,31.10.2022
01.11.2022 - 30.11.2022,176553,+вагнер кувалда,30.11.2022
01.12.2022 - 31.12.2022,47252,+вагнер кувалда,31.12.2022
01.01.2023 - 31.01.2023,52577,+вагнер кувалда,31.01.2023
01.02.2023 - 28.02.2023,74298,+вагнер кувалда,28.02.2023
01.03.2023 - 31.03.2023,33202,+вагнер кувалда,31.03.2023
01.03.2021 - 31.03.2021,0,+взять !мобилизованным,31.03.2021
01.04.2021 - 30.04.2021,0,+взять !мобилизованным,30.04.2021
01.05.2021 - 31.05.2021,0,+взять !мобилизованным,31.05.2021
01.06.2021 - 30.06.2021,0,+взять !мобилизованным,30.06.2021
01.07.2021 - 31.07.2021,0,+взять !мобилизованным,31.07.2021
01.08.2021 - 31.08.2021,0,+взять !мобилизованным,31.08.2021
01.09.2021 - 30.09.2021,0,+взять !мобилизованным,30.09.2021
01.10.2021 - 31.10.2021,0,+взять !мобилизованным,31.10.2021
01.11.2021 - 30.11.2021,0,+взять !мобилизованным,30.11.2021
01.12.2021 - 31.12.2021,0,+взять !мобилизованным,31.12.2021
01.01.2022 - 31.01.2022,0,+взять !мобилизованным,31.01.2022
01.02.2022 - 28.02.2022,0,+взять !мобилизованным,28.02.2022
01.03.2022 - 31.03.2022,0,+взять !мобилизованным,31.03.2022
01.04.2022 - 30.04.2022,0,+взять !мобилизованным,30.04.2022
01.05.2022 - 31.05.2022,0,+взять !мобилизованным,31.05.2022
01.06.2022 - 30.06.2022,0,+взять !мобилизованным,30.06.2022
01.07.2022 - 31.07.2022,0,+взять !мобилизованным,31.07.2022
01.08.2022 - 31.08.2022,0,+взять !мобилизованным,31.08.2022
01.09.2022 - 30.09.2022,20421,+взять !мобилизованным,30.09.2022
01.10.2022 - 31.10.2022,12981,+взять !мобилизованным,31.10.2022
01.11.2022 - 30.11.2022,2272,+взять !мобилизованным,30.11.2022
01.12.2022 - 31.12.2022,887,+взять !мобилизованным,31.12.2022
01.01.2023 - 31.01.2023,953,+взять !мобилизованным,31.01.2023
01.02.2023 - 28.02.2023,704,+взять !мобилизованным,28.02.2023
01.03.2023 - 31.03.2023,597,+взять !мобилизованным,31.03.2023
01.03.2021 - 31.03.2021,0,+восемь !лет донбасс,31.03.2021
01.04.2021 - 30.04.2021,0,+восемь !лет донбасс,30.04.2021
01.05.2021 - 31.05.2021,0,+восемь !лет донбасс,31.05.2021
01.06.2021 - 30.06.2021,0,+восемь !лет донбасс,30.06.2021
01.07.2021 - 31.07.2021,0,+восемь !лет донбасс,31.07.2021
01.08.2021 - 31.08.2021,0,+восемь !лет донбасс,31.08.2021
01.09.2021 - 30.09.2021,0,+восемь !лет донбасс,30.09.2021
01.10.2021 - 31.10.2021,0,+восемь !лет донбасс,31.10.2021
01.11.2021 - 30.11.2021,0,+восемь !лет донбасс,30.11.2021
01.12.2021 - 31.12.2021,0,+восемь !лет донбасс,31.12.2021
01.01.2022 - 31.01.2022,0,+восемь !лет донбасс,31.01.2022
01.02.2022 - 28.02.2022,0,+восемь !лет донбасс,28.02.2022
01.03.2022 - 31.03.2022,2525,+восемь !лет донбасс,31.03.2022
01.04.2022 - 30.04.2022,979,+восемь !лет донбасс,30.04.2022
01.05.2022 - 31.05.2022,838,+восемь !лет донбасс,31.05.2022
01.06.2022 - 30.06.2022,584,+восемь !лет донбасс,30.06.2022
01.07.2022 - 31.07.2022,421,+восемь !лет донбасс,31.07.2022
01.08.2022 - 31.08.2022,336,+восемь !лет донбасс,31.08.2022
01.09.2022 - 30.09.2022,493,+восемь !лет донбасс,30.09.2022
01.10.2022 - 31.10.2022,883,+восемь !лет донбасс,31.10.2022
01.11.2022 - 30.11.2022,548,+восемь !лет донбасс,30.11.2022
01.12.2022 - 31.12.2022,933,+восемь !лет донбасс,31.12.2022
01.01.2023 - 31.01.2023,396,+восемь !лет донбасс,31.01.2023
01.02.2023 - 28.02.2023,372,+восемь !лет донбасс,28.02.2023
01.03.2023 - 31.03.2023,296,+восемь !лет донбасс,31.03.2023
01.03.2023 - 31.03.2023,69766,+где путин,31.03.2023
01.04.2021 - 30.04.2021,55086,+где путин,01.04.2021
01.05.2021 - 31.05.2021,46214,+где путин,01.05.2021
01.06.2021 - 30.06.2021,59033,+где путин,01.06.2021
01.07.2021 - 31.07.2021,49800,+где путин,01.07.2021
01.08.2021 - 31.08.2021,45976,+где путин,01.08.2021
01.09.2021 - 30.09.2021,54894,+где путин,01.09.2021
01.10.2021 - 31.10.2021,52566,+где путин,01.10.2021
01.11.2021 - 30.11.2021,51767,+где путин,01.11.2021
01.12.2021 - 31.12.2021,91229,+где путин,01.12.2021
01.01.2022 - 31.01.2022,77320,+где путин,01.01.2022
01.02.2022 - 28.02.2022,118663,+где путин,01.02.2022
01.03.2022 - 31.03.2022,191872,+где путин,01.03.2022
01.04.2022 - 30.04.2022,127291,+где путин,01.04.2022
01.05.2022 - 31.05.2022,81132,+где путин,01.05.2022
01.06.2022 - 30.06.2022,69049,+где путин,01.06.2022
01.07.2022 - 31.07.2022,65236,+где путин,01.07.2022
01.08.2022 - 31.08.2022,58933,+где путин,01.08.2022
01.09.2022 - 30.09.2022,134071,+где путин,01.09.2022
01.10.2022 - 31.10.2022,133969,+где путин,01.10.2022
01.11.2022 - 30.11.2022,77316,+где путин,01.11.2022
01.12.2022 - 31.12.2022,85072,+где путин,01.12.2022
01.01.2023 - 31.01.2023,96922,+где путин,01.01.2023
01.02.2023 - 28.02.2023,91844,+где путин,01.02.2023
01.03.2023 - 31.03.2023,69766,+где путин,01.03.2023
01.03.2021 - 31.03.2021,553,+зачем !украина,31.03.2021
01.04.2021 - 30.04.2021,2905,+зачем !украина,30.04.2021
01.05.2021 - 31.05.2021,455,+зачем !украина,31.05.2021
01.06.2021 - 30.06.2021,468,+зачем !украина,30.06.2021
01.07.2021 - 31.07.2021,580,+зачем !украина,31.07.2021
01.08.2021 - 31.08.2021,476,+зачем !украина,31.08.2021
01.09.2021 - 30.09.2021,517,+зачем !украина,30.09.2021
01.10.2021 - 31.10.2021,781,+зачем !украина,31.10.2021
01.11.2021 - 30.11.2021,2153,+зачем !украина,30.11.2021
01.12.2021 - 31.12.2021,3591,+зачем !украина,31.12.2021
01.01.2022 - 31.01.2022,10082,+зачем !украина,31.01.2022
01.02.2022 - 28.02.2022,53310,+зачем !украина,28.02.2022
01.03.2022 - 31.03.2022,38883,+зачем !украина,31.03.2022
01.04.2022 - 30.04.2022,17400,+зачем !украина,30.04.2022
01.05.2022 - 31.05.2022,9358,+зачем !украина,31.05.2022
01.06.2022 - 30.06.2022,6294,+зачем !украина,30.06.2022
01.07.2022 - 31.07.2022,5316,+зачем !украина,31.07.2022
01.08.2022 - 31.08.2022,5285,+зачем !украина,31.08.2022
01.09.2022 - 30.09.2022,13277,+зачем !украина,30.09.2022
01.10.2022 - 31.10.2022,11832,+зачем !украина,31.10.2022
01.11.2022 - 30.11.2022,9645,+зачем !украина,30.11.2022
01.12.2022 - 31.12.2022,5583,+зачем !украина,31.12.2022
01.01.2023 - 31.01.2023,6123,+зачем !украина,31.01.2023
01.02.2023 - 28.02.2023,4593,+зачем !украина,28.02.2023
